codigo_estacion,lat,lon
94,39.47537832465668,-0.35158330144926053
99,39.47134430635022,-0.3404842660990001
33,39.46481830023885,-0.37399038562310283
89,39.47780233689744,-0.3593183259089267
34,39.46412229654908,-0.36996137299092113
92,39.47586032883543,-0.35596831583559707
35,39.46374929341137,-0.36699436340059455
42,39.45878127329601,-0.3586583378805894
45,39.45381925759081,-0.36185535292343096
78,39.46994531050937,-0.358688329939162
44,39.45642926768604,-0.36301435452576164
46,39.455509261762266,-0.35878734087160885
48,39.450807354184086,-0.35855273823228967
51,39.45218324552497,-0.3472273049060467
53,39.45676426141678,-0.34813930400480075
55,39.45934326975421,-0.34868630411595647
63,39.46777930285978,-0.358414330727018
73,39.4662592905475,-0.3428792786496773
60,39.46223128102797,-0.3517763125261459
66,39.46427128532339,-0.3462612916525901
70,39.469213221319464,-0.3716462894107889
9,39.47435533016869,-0.3699303648826442
5,39.476895339123786,-0.3711403661399108
4,39.476747340831494,-0.37534238089458904
6,39.472798331478145,-0.38408341393871137
7,39.47487233593648,-0.3791853952972924
16,39.470092316192336,-0.3704333693720587
20,39.47503434099054,-0.3878474253260651
15,39.46908831533384,-0.3756373880434071
21,39.4723713328859,-0.39021443540491124
23,39.471628328748515,-0.3861784216967592
27,39.463362299305594,-0.3818514137102655
62,39.45981126842254,-0.3421522812931475
65,39.465516292011046,-0.3508373061951808
67,39.45886026320377,-0.33679826304022287
191,39.45032925434954,-0.37886641388495107
193,39.45514627443484,-0.386718436578698
194,39.4607722298068,-0.38179930448705707
197,39.458184286737165,-0.39233345436447337
158,39.46669828513057,-0.3277192268301427
166,39.47334930757559,-0.32881122495787873
167,39.474908310742784,-0.3246102088459378
173,39.484541375368174,-0.394678441209281
199,39.46158829801141,-0.39155844823975844
178,39.49221639017785,-0.3705063522665271
183,39.45262025913349,-0.3722843899417025
124,39.48850137319014,-0.3619553259600363
129,39.485975369089516,-0.3699453557741905
132,39.48528636793778,-0.3734343681182198
133,39.48275636079257,-0.37588237827023757
147,39.47320133107913,-0.3802074001545322
155,39.46495329574819,-0.3630783484267159
163,39.46443727525528,-0.3234012136184579
104,39.478386332978474,-0.3472752845405608
109,39.4768193210939,-0.3335102388084858
114,39.4818043438759,-0.346591279156021
174,39.489438388167024,-0.38664740957644866
175,39.49258939642365,-0.38271239433339566
201,39.47171233289752,-0.39366844724894096
115,39.481562345598135,-0.3521482985209469
172,39.48146236504626,-0.3933454386575609
171,39.483060339803416,-0.32900821806202085
242,39.487907391410516,-0.4041974712326189
212,39.46148430130945,-0.40039647823746194
206,39.49271239990425,-0.38900741524280136
220,39.47385534208041,-0.3983214623957442
213,39.463165305912604,-0.39697246591763863
233,39.497160406039164,-0.36943734517384297
221,39.475270348637764,-0.4028534760386356
225,39.488107390420495,-0.40114246019172434
230,39.49475040560395,-0.38678440634001116
232,39.49464439592328,-0.36575333473149996
234,39.49649940567526,-0.3736443597891149
239,39.4969854198013,-0.39996444953107335
243,39.46282029901061,-0.3845424236611566
247,39.467410323935766,-0.4055734914728698
251,39.45583028505104,-0.4044134972721287
270,39.50007542649037,-0.39288942312141745
244,39.47850636088407,-0.40613648554970433
246,39.469090330003425,-0.4065094941412157
250,39.456352245577065,-0.4008070181198941
260,39.45955629873093,-0.4072175039832668
262,39.463472312903384,-0.40922550688289966
264,39.46916033373618,-0.4144325204450301
255,39.447703249066144,-0.38602944085901075
256,39.46396330656933,-0.39223544845537966
258,39.43982822413676,-0.3891374575312111
276,39.46197526682713,-0.32376521655842594
