id;mes;dia_semana;tramo_horario;suma_numero_viajes;suma_duracion_total_viajes;suma_tiempo_medio_trayecto_mn;fecha_creacion;fecha_baja
407;Marzo;Miércoles;07H - 08H;12852;259920;20.22;20113230;NA
408;Marzo;Miércoles;08H - 09H;16948;402672;23.76;20112930;NA
409;Marzo;Miércoles;09H - 10H;12004;217312;18.1;20112630;NA
413;Marzo;Miércoles;13H - 14H;13404;260512;19.44;20111430;NA
415;Marzo;Miércoles;15H - 16H;14632;200464;13.7;20110830;NA
416;Marzo;Miércoles;16H - 17H;13272;196436;14.8;20110530;NA
418;Marzo;Miércoles;18H - 19H;15088;261996;17.36;20109930;NA
419;Marzo;Miércoles;19H - 20H;14192;314048;22.13;20109630;NA
422;Marzo;Miércoles;22H - 23H;5028;68504;13.62;20108730;NA
428;Marzo;Jueves;03H - 04H;780;12032;15.43;20107230;NA
430;Marzo;Jueves;05H - 06H;704;8412;11.95;20106630;NA
431;Marzo;Jueves;06H - 07H;2332;118796;50.94;20106330;NA
434;Marzo;Jueves;09H - 10H;9828;316284;32.18;20105430;NA
436;Marzo;Jueves;11H - 12H;9176;335668;36.58;20104830;NA
444;Marzo;Jueves;19H - 20H;11916;323204;27.12;20102430;NA
445;Marzo;Jueves;20H - 21H;10596;144344;13.62;20102130;NA
446;Marzo;Jueves;21H - 22H;7688;109308;14.22;20101830;NA
447;Marzo;Jueves;22H - 23H;5032;70584;14.03;20101530;NA
450;Marzo;Viernes;00H - 01H;2476;39476;15.94;20100930;NA
458;Marzo;Viernes;08H - 09H;9128;291864;31.97;20098530;NA
460;Marzo;Viernes;10H - 11H;6756;342320;50.67;20097930;NA
461;Marzo;Viernes;11H - 12H;7572;484012;63.92;20097630;NA
462;Marzo;Viernes;12H - 13H;8512;406452;47.75;20097330;NA
464;Marzo;Viernes;14H - 15H;13908;187716;13.5;20096730;NA
468;Marzo;Viernes;18H - 19H;8952;234380;26.18;20095530;NA
475;Marzo;Sabado;00H - 01H;3752;63384;16.89;20093730;NA
484;Marzo;Sábado;09H - 10H;4264;69944;16.4;20091030;NA
485;Marzo;Sábado;10H - 11H;5052;156876;31.05;20090730;NA
486;Marzo;Sábado;11H - 12H;5716;115676;20.24;20090430;NA
488;Marzo;Sábado;13H - 14H;7516;161756;21.52;20089830;NA
493;Marzo;Sábado;18H - 19H;7340;139260;18.97;20088330;NA
494;Marzo;Sábado;19H - 20H;7496;127996;17.08;20088030;NA
495;Marzo;Sábado;20H - 21H;7716;116368;15.08;20087730;NA
497;Marzo;Sábado;22H - 23H;4180;69124;16.54;20087130;NA
508;Marzo;Domingo;08H - 09H;1656;20168;12.18;20084130;NA
510;Marzo;Domingo;10H - 11H;3276;55944;17.08;20083530;NA
516;Marzo;Domingo;16H - 17H;5168;114080;22.07;20081730;NA
520;Marzo;Domingo;20H - 21H;4964;73648;14.84;20080530;NA
522;Marzo;Domingo;22H - 23H;2832;41544;14.67;20079930;NA
523;Marzo;Domingo;23H - 24H;3324;49928;15.02;20079630;NA
526;Abril;Lunes;00H - 01H;2664;41668;15.64;20079330;NA
533;Abril;Lunes;07H - 08H;5524;106468;19.27;20077230;NA
534;Abril;Lunes;08H - 09H;7616;167708;22.02;20076930;NA
540;Abril;Lunes;14H - 15H;10740;164348;15.3;20075130;NA
547;Abril;Lunes;21H - 22H;6192;89756;14.5;20073030;NA
558;Abril;Martes;07H - 08H;9104;143604;15.77;20070030;NA
561;Abril;Martes;10H - 11H;8016;159200;19.86;20069130;NA
563;Abril;Martes;12H - 13H;8172;249520;30.53;20068530;NA
564;Abril;Martes;13H - 14H;8652;190412;22.01;20068230;NA
566;Abril;Martes;15H - 16H;8744;122880;14.05;20067630;NA
568;Abril;Martes;17H - 18H;9652;153840;15.94;20067030;NA
578;Abril;Miércoles;02H - 03H;420;5764;13.72;20064330;NA
583;Abril;Miércoles;07H - 08H;8588;302392;35.21;20062830;NA
588;Abril;Miércoles;12H - 13H;7360;445448;60.52;20061330;NA
598;Abril;Miércoles;22H - 23H;3136;83392;26.59;20058330;NA
599;Abril;Miércoles;23H - 24H;2780;37280;13.41;20058030;NA
601;Abril;Jueves;00H - 01H;2312;34504;14.92;20057730;NA
604;Abril;Jueves;03H - 04H;484;7976;16.48;20056830;NA
607;Abril;Jueves;06H - 07H;1704;44168;25.92;20055930;NA
608;Abril;Jueves;07H - 08H;4924;125532;25.49;20055630;NA
609;Abril;Jueves;08H - 09H;7236;137884;19.06;20055330;NA
610;Abril;Jueves;09H - 10H;6528;148868;22.8;20055030;NA
611;Abril;Jueves;10H - 11H;6500;181872;27.98;20054730;NA
615;Abril;Jueves;14H - 15H;13064;193864;14.84;20053530;NA
618;Abril;Jueves;17H - 18H;12336;216548;17.55;20052630;NA
620;Abril;Jueves;19H - 20H;13024;212756;16.34;20052030;NA
622;Abril;Jueves;21H - 22H;8192;126740;15.47;20051430;NA
628;Abril;Viernes;02H - 03H;1416;22064;15.58;20049930;NA
635;Abril;Viernes;09H - 10H;10564;232908;22.05;20047830;NA
642;Abril;Viernes;16H - 17H;13240;593040;44.79;20045730;NA
643;Abril;Viernes;17H - 18H;14396;582244;40.44;20045430;NA
646;Abril;Viernes;20H - 21H;13228;235808;17.83;20044530;NA
648;Abril;Viernes;22H - 23H;7092;121316;17.11;20043930;NA
655;Abril;Sábado;04H - 05H;1800;47256;26.25;20042130;NA
658;Abril;Sábado;07H - 08H;2132;41580;19.5;20041230;NA
660;Abril;Sábado;09H - 10H;6400;134796;21.06;20040630;NA
676;Abril;Domingo;00H - 01H;4564;94736;20.76;20036130;NA
677;Abril;Domingo;01H - 02H;3720;57936;15.57;20035830;NA
678;Abril;Domingo;02H - 03H;2080;37724;18.14;20035530;NA
680;Abril;Domingo;04H - 05H;1120;24536;21.91;20034930;NA
686;Abril;Domingo;10H - 11H;4372;82164;18.79;20033130;NA
689;Abril;Domingo;13H - 14H;6964;132920;19.09;20032230;NA
690;Abril;Domingo;14H - 15H;5864;111916;19.09;20031930;NA
691;Abril;Domingo;15H - 16H;5684;101688;17.89;20031630;NA
694;Abril;Domingo;18H - 19H;7672;150652;19.64;20030730;NA
698;Abril;Domingo;22H - 23H;3736;51088;13.67;20029530;NA
704;Mayo;Lunes;02H - 03H;924;13452;14.56;20028330;NA
706;Mayo;Lunes;04H - 05H;596;11972;20.09;20027730;NA
707;Mayo;Lunes;05H - 06H;1120;14752;13.17;20027430;NA
708;Mayo;Lunes;06H - 07H;3240;50852;15.7;20027130;NA
712;Mayo;Lunes;10H - 11H;12076;207864;17.21;20025930;NA
713;Mayo;Lunes;11H - 12H;13608;267692;19.67;20025630;NA
714;Mayo;Lunes;12H - 13H;14080;258596;18.37;20025330;NA
715;Mayo;Lunes;13H - 14H;16780;283360;16.89;20025030;NA
719;Mayo;Lunes;17H - 18H;18956;297504;15.69;20023830;NA
720;Mayo;Lunes;18H - 19H;21884;411236;18.79;20023530;NA
724;Mayo;Lunes;22H - 23H;8068;127672;15.82;20022330;NA
728;Mayo;Martes;01H - 02H;1448;23708;16.37;20021430;NA
729;Mayo;Martes;02H - 03H;620;8628;13.92;20021130;NA
734;Mayo;Martes;07H - 08H;13104;288672;22.03;20019630;NA
735;Mayo;Martes;08H - 09H;17980;281332;15.65;20019330;NA
736;Mayo;Martes;09H - 10H;13588;213852;15.74;20019030;NA
738;Mayo;Martes;11H - 12H;11924;296408;24.86;20018430;NA
739;Mayo;Martes;12H - 13H;11920;396008;33.22;20018130;NA
740;Mayo;Martes;13H - 14H;14592;252576;17.31;20017830;NA
750;Mayo;Martes;23H - 24H;4760;80048;16.82;20014830;NA
753;Mayo;Miercoles;01H - 02H;996;13996;14.05;20014230;NA
754;Mayo;Miércoles;02H - 03H;512;7436;14.52;20013930;NA
763;Mayo;Miércoles;11H - 12H;10432;183084;17.55;20011230;NA
766;Mayo;Miércoles;14H - 15H;18516;255512;13.8;20010330;NA
767;Mayo;Miércoles;15H - 16H;13384;178152;13.31;20010030;NA
768;Mayo;Miércoles;16H - 17H;13096;197616;15.09;20009730;NA
773;Mayo;Miércoles;21H - 22H;10596;158308;14.94;20008230;NA
780;Mayo;Jueves;03H - 04H;628;9884;15.74;20006430;NA
785;Mayo;Jueves;08H - 09H;17100;251248;14.69;20004930;NA
789;Mayo;Jueves;12H - 13H;12456;271720;21.81;20003730;NA
793;Mayo;Jueves;16H - 17H;15544;257352;16.56;20002530;NA
797;Mayo;Jueves;20H - 21H;16344;283408;17.34;20001330;NA
799;Mayo;Jueves;22H - 23H;8128;147028;18.09;20000730;NA
800;Mayo;Jueves;23H - 24H;6184;92100;14.89;20000430;NA
803;Mayo;Viernes;01H - 02H;2328;58660;25.2;19999830;NA
808;Mayo;Viernes;06H - 07H;2960;51816;17.51;19998330;NA
809;Mayo;Viernes;07H - 08H;11464;240044;20.94;19998030;NA
813;Mayo;Viernes;11H - 12H;11040;423340;38.35;19996830;NA
822;Mayo;Viernes;20H - 21H;15440;230012;14.9;19994130;NA
824;Mayo;Viernes;22H - 23H;8708;158084;18.15;19993530;NA
831;Mayo;Sábado;04H - 05H;2292;39380;17.18;19991730;NA
832;Mayo;Sábado;05H - 06H;1724;25948;15.05;19991430;NA
833;Mayo;Sábado;06H - 07H;1864;59772;32.07;19991130;NA
836;Mayo;Sábado;09H - 10H;6960;130768;18.79;19990230;NA
843;Mayo;Sábado;16H - 17H;9304;204876;22.02;19988130;NA
845;Mayo;Sábado;18H - 19H;11360;192816;16.97;19987530;NA
850;Mayo;Sábado;23H - 24H;6592;128720;19.53;19986030;NA
852;Mayo;Domingo;00H - 01H;8824;147568;16.72;19985730;NA
853;Mayo;Domingo;01H - 02H;7204;125956;17.48;19985430;NA
854;Mayo;Domingo;02H - 03H;4640;67148;14.47;19985130;NA
855;Mayo;Domingo;03H - 04H;3256;56080;17.22;19984830;NA
861;Mayo;Domingo;09H - 10H;5836;91900;15.75;19983030;NA
864;Mayo;Domingo;12H - 13H;11292;238132;21.09;19982130;NA
865;Mayo;Domingo;13H - 14H;10660;209188;19.62;19981830;NA
870;Mayo;Domingo;18H - 19H;12064;206684;17.13;19980330;NA
872;Mayo;Domingo;20H - 21H;11244;170520;15.17;19979730;NA
875;Mayo;Domingo;23H - 24H;5736;89952;15.68;19978830;NA
882;Junio;Lunes;04H - 05H;788;14368;18.23;19977330;NA
885;Junio;Lunes;07H - 08H;10832;190548;17.59;19976430;NA
889;Junio;Lunes;11H - 12H;9888;252464;25.53;19975230;NA
893;Junio;Lunes;15H - 16H;13680;207356;15.16;19974030;NA
895;Junio;Lunes;17H - 18H;14732;222012;15.07;19973430;NA
900;Junio;Lunes;22H - 23H;7204;104256;14.47;19971930;NA
901;Junio;Lunes;23H - 24H;5336;87372;16.37;19971630;NA
909;Junio;Martes;06H - 07H;2860;38620;13.5;19969530;NA
911;Junio;Martes;08H - 09H;15740;266212;16.91;19968930;NA
915;Junio;Martes;12H - 13H;10980;327656;29.84;19967730;NA
916;Junio;Martes;13H - 14H;12652;363440;28.73;19967430;NA
918;Junio;Martes;15H - 16H;13724;220968;16.1;19966830;NA
919;Junio;Martes;16H - 17H;11520;167624;14.55;19966530;NA
921;Junio;Martes;18H - 19H;15072;315684;20.95;19965930;NA
922;Junio;Martes;19H - 20H;16328;372516;22.81;19965630;NA
924;Junio;Martes;21H - 22H;10792;146776;13.6;19965030;NA
929;Junio;Miercoles;01H - 02H;2680;39496;14.74;19963830;NA
934;Junio;Miércoles;06H - 07H;3464;69380;20.03;19962330;NA
936;Junio;Miércoles;08H - 09H;20072;287540;14.33;19961730;NA
943;Junio;Miércoles;15H - 16H;17764;260304;14.65;19959630;NA
958;Junio;Jueves;05H - 06H;1504;20320;13.51;19955430;NA
959;Junio;Jueves;06H - 07H;3528;66068;18.73;19955130;NA
960;Junio;Jueves;07H - 08H;13872;275588;19.87;19954830;NA
961;Junio;Jueves;08H - 09H;18944;290080;15.31;19954530;NA
963;Junio;Jueves;10H - 11H;12488;249132;19.95;19953930;NA
967;Junio;Jueves;14H - 15H;20964;311908;14.88;19952730;NA
970;Junio;Jueves;17H - 18H;17924;351648;19.62;19951830;NA
972;Junio;Jueves;19H - 20H;21848;804800;36.84;19951230;NA
973;Junio;Jueves;20H - 21H;20640;366612;17.76;19950930;NA
975;Junio;Jueves;22H - 23H;11064;185936;16.81;19950330;NA
976;Junio;Jueves;23H - 24H;8716;195412;22.42;19950030;NA
981;Junio;Viernes;03H - 04H;1872;38640;20.64;19948830;NA
982;Junio;Viernes;04H - 05H;1596;130800;81.95;19948530;NA
983;Junio;Viernes;05H - 06H;1876;95692;51.01;19948230;NA
986;Junio;Viernes;08H - 09H;12100;251620;20.8;19947330;NA
988;Junio;Viernes;10H - 11H;9056;149832;16.55;19946730;NA
992;Junio;Viernes;14H - 15H;14620;274144;18.75;19945530;NA
993;Junio;Viernes;15H - 16H;12268;242280;19.75;19945230;NA
999;Junio;Viernes;21H - 22H;11580;207804;17.95;19943430;NA
1000;Junio;Viernes;22H - 23H;9188;132212;14.39;19943130;NA
1001;Junio;Viernes;23H - 24H;7588;115776;15.26;19942830;NA
1010;Junio;Sábado;07H - 08H;2780;65256;23.47;19940430;NA
1011;Junio;Sábado;08H - 09H;4724;62764;13.29;19940130;NA
1016;Junio;Sábado;13H - 14H;9240;169532;18.35;19938630;NA
1017;Junio;Sábado;14H - 15H;9128;171064;18.74;19938330;NA
1018;Junio;Sábado;15H - 16H;8024;162384;20.24;19938030;NA
1022;Junio;Sábado;19H - 20H;12412;208848;16.83;19936830;NA
1023;Junio;Sábado;20H - 21H;12444;202636;16.28;19936530;NA
1028;Junio;Domingo;00H - 01H;7612;130152;17.1;19935330;NA
1029;Junio;Domingo;01H - 02H;6160;96504;15.67;19935030;NA
1031;Junio;Domingo;03H - 04H;4056;64988;16.02;19934430;NA
1032;Junio;Domingo;04H - 05H;2508;48212;19.22;19934130;NA
1034;Junio;Domingo;06H - 07H;1704;37088;21.77;19933530;NA
1048;Junio;Domingo;20H - 21H;10176;180048;17.69;19929330;NA
1050;Junio;Domingo;22H - 23H;7060;107896;15.28;19928730;NA
1056;Julio;Lunes;02H - 03H;1268;21528;16.98;19927530;NA
1057;Julio;Lunes;03H - 04H;772;14648;18.97;19927230;NA
1061;Julio;Lunes;07H - 08H;9752;154568;15.85;19926030;NA
1063;Julio;Lunes;09H - 10H;10480;177600;16.95;19925430;NA
1071;Julio;Lunes;17H - 18H;11388;189816;16.67;19923030;NA
1073;Julio;Lunes;19H - 20H;14732;347812;23.61;19922430;NA
1075;Julio;Lunes;21H - 22H;11548;207704;17.99;19921830;NA
1076;Julio;Lunes;22H - 23H;7224;133744;18.51;19921530;NA
1077;Julio;Lunes;23H - 24H;5652;116892;20.68;19921230;NA
1079;Julio;Martes;00H - 01H;4824;90200;18.7;19920930;NA
1080;Julio;Martes;01H - 02H;2328;45540;19.56;19920630;NA
1082;Julio;Martes;03H - 04H;884;19168;21.68;19920030;NA
1083;Julio;Martes;04H - 05H;704;11004;15.63;19919730;NA
1086;Julio;Martes;07H - 08H;9888;201668;20.4;19918830;NA
1088;Julio;Martes;09H - 10H;10752;182992;17.02;19918230;NA
1090;Julio;Martes;11H - 12H;9416;158044;16.78;19917630;NA
1092;Julio;Martes;13H - 14H;10600;310288;29.27;19917030;NA
1094;Julio;Martes;15H - 16H;11532;169040;14.66;19916430;NA
1095;Julio;Martes;16H - 17H;10860;178012;16.39;19916130;NA
1096;Julio;Martes;17H - 18H;11596;214676;18.51;19915830;NA
1100;Julio;Martes;21H - 22H;10740;180520;16.81;19914630;NA
1102;Julio;Martes;23H - 24H;6056;140204;23.15;19914030;NA
1105;Julio;Miercoles;01H - 02H;2436;39292;16.13;19913430;NA
1108;Julio;Miércoles;04H - 05H;732;12452;17.01;19912530;NA
1109;Julio;Miércoles;05H - 06H;1356;20436;15.07;19912230;NA
1115;Julio;Miércoles;11H - 12H;8936;178308;19.95;19910430;NA
1126;Julio;Miércoles;22H - 23H;8260;135364;16.39;19907130;NA
1127;Julio;Miércoles;23H - 24H;6908;134004;19.4;19906830;NA
1129;Julio;Jueves;00H - 01H;5552;133156;23.98;19906530;NA
1133;Julio;Jueves;04H - 05H;1032;20984;20.33;19905330;NA
1135;Julio;Jueves;06H - 07H;2492;38496;15.45;19904730;NA
1136;Julio;Jueves;07H - 08H;9736;235252;24.16;19904430;NA
1137;Julio;Jueves;08H - 09H;13104;180356;13.76;19904130;NA
1149;Julio;Jueves;20H - 21H;13868;285164;20.56;19900530;NA
1150;Julio;Jueves;21H - 22H;11524;203732;17.68;19900230;NA
1152;Julio;Jueves;23H - 24H;7024;118592;16.88;19899630;NA
1155;Julio;Viernes;01H - 02H;4168;71400;17.13;19899030;NA
1157;Julio;Viernes;03H - 04H;1656;31236;18.86;19898430;NA
1158;Julio;Viernes;04H - 05H;1336;53840;40.3;19898130;NA
1165;Julio;Viernes;11H - 12H;11616;324316;27.92;19896030;NA
1166;Julio;Viernes;12H - 13H;11564;578252;50.0;19895730;NA
1169;Julio;Viernes;15H - 16H;14480;312996;21.62;19894830;NA
1171;Julio;Viernes;17H - 18H;13436;309816;23.06;19894230;NA
1175;Julio;Viernes;21H - 22H;13116;239104;18.23;19893030;NA
1177;Julio;Viernes;23H - 24H;8656;164852;19.04;19892430;NA
1179;Julio;Sabado;00H - 01H;8872;182468;20.57;19892130;NA
1181;Julio;Sábado;02H - 03H;4272;109404;25.61;19891530;NA
1185;Julio;Sábado;06H - 07H;2148;37984;17.68;19890330;NA
1194;Julio;Sábado;15H - 16H;8096;133740;16.52;19887630;NA
1199;Julio;Sábado;20H - 21H;12568;225344;17.93;19886130;NA
1200;Julio;Sábado;21H - 22H;11300;254368;22.51;19885830;NA
1208;Julio;Domingo;04H - 05H;3184;66852;21.0;19883730;NA
1209;Julio;Domingo;05H - 06H;1584;36968;23.34;19883430;NA
1211;Julio;Domingo;07H - 08H;2500;38628;15.45;19882830;NA
1214;Julio;Domingo;10H - 11H;6432;153644;23.89;19881930;NA
1217;Julio;Domingo;13H - 14H;7664;180512;23.55;19881030;NA
1222;Julio;Domingo;18H - 19H;9996;184696;18.48;19879530;NA
1227;Julio;Domingo;23H - 24H;6656;106388;15.98;19878030;NA
1231;Agosto;Lunes;01H - 02H;3388;58420;17.24;19877430;NA
1233;Agosto;Lunes;03H - 04H;1168;19780;16.93;19876830;NA
1236;Agosto;Lunes;06H - 07H;2932;73968;25.23;19875930;NA
1239;Agosto;Lunes;09H - 10H;8668;155112;17.89;19875030;NA
1242;Agosto;Lunes;12H - 13H;9668;231844;23.98;19874130;NA
1243;Agosto;Lunes;13H - 14H;10436;201588;19.32;19873830;NA
1245;Agosto;Lunes;15H - 16H;10368;196048;18.91;19873230;NA
1248;Agosto;Lunes;18H - 19H;13772;263992;19.17;19872330;NA
1249;Agosto;Lunes;19H - 20H;15088;304396;20.17;19872030;NA
1251;Agosto;Lunes;21H - 22H;11696;194300;16.61;19871430;NA
1255;Agosto;Martes;00H - 01H;6780;225424;33.25;19870530;NA
1258;Agosto;Martes;03H - 04H;1148;21952;19.12;19869630;NA
1261;Agosto;Martes;06H - 07H;3044;119072;39.12;19868730;NA
1268;Agosto;Martes;13H - 14H;10836;269012;24.83;19866630;NA
1277;Agosto;Martes;22H - 23H;7724;125844;16.29;19863930;NA
1280;Agosto;Miercoles;00H - 01H;6060;110464;18.23;19863330;NA
1283;Agosto;Miércoles;03H - 04H;1380;28036;20.32;19862430;NA
1287;Agosto;Miércoles;07H - 08H;8832;158608;17.96;19861230;NA
1288;Agosto;Miércoles;08H - 09H;11068;178724;16.15;19860930;NA
1289;Agosto;Miércoles;09H - 10H;9912;164508;16.6;19860630;NA
1290;Agosto;Miércoles;10H - 11H;9160;220840;24.11;19860330;NA
1291;Agosto;Miércoles;11H - 12H;9772;248252;25.4;19860030;NA
1293;Agosto;Miércoles;13H - 14H;11048;247492;22.4;19859430;NA
1300;Agosto;Miércoles;20H - 21H;15108;317196;21.0;19857330;NA
1303;Agosto;Miércoles;23H - 24H;7648;162504;21.25;19856430;NA
1307;Agosto;Jueves;02H - 03H;1364;23600;17.3;19855530;NA
1308;Agosto;Jueves;03H - 04H;1340;24132;18.01;19855230;NA
1310;Agosto;Jueves;05H - 06H;1344;27248;20.27;19854630;NA
1314;Agosto;Jueves;09H - 10H;7292;112608;15.44;19853430;NA
1315;Agosto;Jueves;10H - 11H;7216;147196;20.4;19853130;NA
1318;Agosto;Jueves;13H - 14H;8704;197640;22.71;19852230;NA
1319;Agosto;Jueves;14H - 15H;9924;180664;18.2;19851930;NA
1321;Agosto;Jueves;16H - 17H;8416;164784;19.58;19851330;NA
1322;Agosto;Jueves;17H - 18H;9536;156676;16.43;19851030;NA
1323;Agosto;Jueves;18H - 19H;11772;256192;21.76;19850730;NA
1324;Agosto;Jueves;19H - 20H;11456;338688;29.56;19850430;NA
1327;Agosto;Jueves;22H - 23H;6384;105320;16.5;19849530;NA
1328;Agosto;Jueves;23H - 24H;5728;103976;18.15;19849230;NA
1330;Agosto;Viernes;00H - 01H;5560;112268;20.19;19848930;NA
1331;Agosto;Viernes;01H - 02H;2988;73856;24.72;19848630;NA
1336;Agosto;Viernes;06H - 07H;2504;189044;75.5;19847130;NA
1337;Agosto;Viernes;07H - 08H;6168;158488;25.7;19846830;NA
1341;Agosto;Viernes;11H - 12H;7764;444776;57.29;19845630;NA
1342;Agosto;Viernes;12H - 13H;8220;157640;19.18;19845330;NA
1343;Agosto;Viernes;13H - 14H;8840;173876;19.67;19845030;NA
1344;Agosto;Viernes;14H - 15H;10200;159044;15.59;19844730;NA
1349;Agosto;Viernes;19H - 20H;10684;383428;35.89;19843230;NA
1350;Agosto;Viernes;20H - 21H;9152;181488;19.83;19842930;NA
1357;Agosto;Sábado;02H - 03H;2500;56716;22.69;19841130;NA
1360;Agosto;Sábado;05H - 06H;1464;33340;22.77;19840230;NA
1363;Agosto;Sábado;08H - 09H;3400;61196;18.0;19839330;NA
1370;Agosto;Sábado;15H - 16H;6280;118112;18.81;19837230;NA
1372;Agosto;Sábado;17H - 18H;7108;125320;17.63;19836630;NA
1376;Agosto;Sábado;21H - 22H;7820;148324;18.97;19835430;NA
1383;Agosto;Domingo;03H - 04H;2428;53256;21.93;19833630;NA
1388;Agosto;Domingo;08H - 09H;2828;49184;17.39;19832130;NA
1389;Agosto;Domingo;09H - 10H;3680;58632;15.93;19831830;NA
1390;Agosto;Domingo;10H - 11H;4700;109332;23.26;19831530;NA
1391;Agosto;Domingo;11H - 12H;6132;211512;34.49;19831230;NA
1397;Agosto;Domingo;17H - 18H;6736;121608;18.05;19829430;NA
1398;Agosto;Domingo;18H - 19H;7652;149908;19.59;19829130;NA
1400;Agosto;Domingo;20H - 21H;8908;151808;17.04;19828530;NA
1401;Agosto;Domingo;21H - 22H;7768;164460;21.17;19828230;NA
1402;Agosto;Domingo;22H - 23H;5844;100876;17.26;19827930;NA
1411;Septiembre;Lunes;05H - 06H;1096;15800;14.42;19825830;NA
1412;Septiembre;Lunes;06H - 07H;2908;53176;18.29;19825530;NA
1418;Septiembre;Lunes;12H - 13H;14144;419144;29.63;19823730;NA
1419;Septiembre;Lunes;13H - 14H;16956;265164;15.64;19823430;NA
1420;Septiembre;Lunes;14H - 15H;22444;348548;15.53;19823130;NA
1424;Septiembre;Lunes;18H - 19H;22228;443448;19.95;19821930;NA
1428;Septiembre;Lunes;22H - 23H;8292;137152;16.54;19820730;NA
1429;Septiembre;Lunes;23H - 24H;6076;99468;16.37;19820430;NA
1432;Septiembre;Martes;01H - 02H;1620;21928;13.54;19819830;NA
1438;Septiembre;Martes;07H - 08H;15876;226352;14.26;19818030;NA
1440;Septiembre;Martes;09H - 10H;14012;207368;14.8;19817430;NA
1442;Septiembre;Martes;11H - 12H;12404;209332;16.88;19816830;NA
1443;Septiembre;Martes;12H - 13H;12960;485676;37.48;19816530;NA
1445;Septiembre;Martes;14H - 15H;21388;280696;13.12;19815930;NA
1448;Septiembre;Martes;17H - 18H;19780;338564;17.12;19815030;NA
1449;Septiembre;Martes;18H - 19H;22728;423724;18.64;19814730;NA
1454;Septiembre;Martes;23H - 24H;8152;144276;17.7;19813230;NA
1458;Septiembre;Miércoles;02H - 03H;1564;25072;16.03;19812330;NA
1460;Septiembre;Miércoles;04H - 05H;692;10272;14.84;19811730;NA
1462;Septiembre;Miércoles;06H - 07H;2812;47436;16.87;19811130;NA
1465;Septiembre;Miércoles;09H - 10H;14680;242700;16.53;19810230;NA
1467;Septiembre;Miércoles;11H - 12H;13268;308728;23.27;19809630;NA
1468;Septiembre;Miércoles;12H - 13H;14972;543608;36.31;19809330;NA
1470;Septiembre;Miércoles;14H - 15H;23644;352924;14.93;19808730;NA
1473;Septiembre;Miércoles;17H - 18H;20296;318324;15.68;19807830;NA
1479;Septiembre;Miércoles;23H - 24H;7976;119912;15.03;19806030;NA
1484;Septiembre;Jueves;03H - 04H;2016;37464;18.58;19804830;NA
1487;Septiembre;Jueves;06H - 07H;3688;93380;25.32;19803930;NA
1491;Septiembre;Jueves;10H - 11H;14672;304160;20.73;19802730;NA
1493;Septiembre;Jueves;12H - 13H;18224;639724;35.1;19802130;NA
1495;Septiembre;Jueves;14H - 15H;26280;391680;14.9;19801530;NA
1497;Septiembre;Jueves;16H - 17H;20064;313276;15.61;19800930;NA
1498;Septiembre;Jueves;17H - 18H;22616;443928;19.63;19800630;NA
1501;Septiembre;Jueves;20H - 21H;21984;345980;15.74;19799730;NA
1506;Septiembre;Viernes;00H - 01H;8628;185528;21.5;19798530;NA
1507;Septiembre;Viernes;01H - 02H;4872;73600;15.11;19798230;NA
1510;Septiembre;Viernes;04H - 05H;2020;33272;16.47;19797330;NA
1518;Septiembre;Viernes;12H - 13H;17752;369540;20.82;19794930;NA
1519;Septiembre;Viernes;13H - 14H;20572;314188;15.27;19794630;NA
1524;Septiembre;Viernes;18H - 19H;22356;638264;28.55;19793130;NA
1526;Septiembre;Viernes;20H - 21H;22828;447956;19.62;19792530;NA
1528;Septiembre;Viernes;22H - 23H;13020;236008;18.13;19791930;NA
1531;Septiembre;Sabado;00H - 01H;9172;201580;21.98;19791330;NA
1537;Septiembre;Sábado;06H - 07H;2140;40452;18.9;19789530;NA
1542;Septiembre;Sábado;11H - 12H;9284;216248;23.29;19788030;NA
1546;Septiembre;Sábado;15H - 16H;9572;197864;20.67;19786830;NA
1557;Septiembre;Domingo;01H - 02H;6856;112524;16.41;19783830;NA
1558;Septiembre;Domingo;02H - 03H;5156;111376;21.6;19783530;NA
1567;Septiembre;Domingo;11H - 12H;7428;169912;22.87;19780830;NA
1569;Septiembre;Domingo;13H - 14H;7816;135668;17.36;19780230;NA
1570;Septiembre;Domingo;14H - 15H;8176;129424;15.83;19779930;NA
1572;Septiembre;Domingo;16H - 17H;10608;212404;20.02;19779330;NA
1577;Septiembre;Domingo;21H - 22H;8124;143732;17.69;19777830;NA
1578;Septiembre;Domingo;22H - 23H;5536;83316;15.05;19777530;NA
1585;Octubre;Lunes;03H - 04H;816;11984;14.69;19776030;NA
1588;Octubre;Lunes;06H - 07H;3628;68136;18.78;19775130;NA
1596;Octubre;Lunes;14H - 15H;31552;441612;14.0;19772730;NA
1601;Octubre;Lunes;19H - 20H;25652;353148;13.77;19771230;NA
1603;Octubre;Lunes;21H - 22H;14856;196524;13.23;19770630;NA
1604;Octubre;Lunes;22H - 23H;10024;149820;14.95;19770330;NA
1612;Octubre;Martes;05H - 06H;932;12440;13.35;19768230;NA
1613;Octubre;Martes;06H - 07H;2796;71132;25.44;19767930;NA
1614;Octubre;Martes;07H - 08H;15296;299260;19.56;19767630;NA
1616;Octubre;Martes;09H - 10H;13852;218328;15.76;19767030;NA
