id;mes;dia_semana;tramo_horario;suma_numero_viajes;suma_duracion_total_viajes;suma_tiempo_medio_trayecto_mn;fecha_creacion;fecha_baja
603;Abril;Jueves;02H - 03H;624;7464;11.96;20057130;NA
606;Abril;Jueves;05H - 06H;560;7880;14.07;20056230;NA
612;Abril;Jueves;11H - 12H;7380;205812;27.89;20054430;NA
613;Abril;Jueves;12H - 13H;8636;330484;38.27;20054130;NA
616;Abril;Jueves;15H - 16H;11068;186100;16.81;20053230;NA
617;Abril;Jueves;16H - 17H;10728;187548;17.48;20052930;NA
619;Abril;Jueves;18H - 19H;13764;238972;17.36;20052330;NA
624;Abril;Jueves;23H - 24H;4496;66096;14.7;20050830;NA
626;Abril;Viernes;00H - 01H;4484;73812;16.46;20050530;NA
632;Abril;Viernes;06H - 07H;2732;113376;41.5;20048730;NA
633;Abril;Viernes;07H - 08H;9892;210564;21.29;20048430;NA
634;Abril;Viernes;08H - 09H;12856;327404;25.47;20048130;NA
637;Abril;Viernes;11H - 12H;10588;510940;48.26;20047230;NA
640;Abril;Viernes;14H - 15H;19152;305980;15.98;20046330;NA
652;Abril;Sabado;01H - 02H;4100;92240;22.5;20043030;NA
653;Abril;Sábado;02H - 03H;2700;44908;16.63;20042730;NA
656;Abril;Sábado;05H - 06H;1536;45840;29.84;20041830;NA
659;Abril;Sábado;08H - 09H;3900;74948;19.22;20040930;NA
664;Abril;Sábado;13H - 14H;11272;254708;22.6;20039430;NA
665;Abril;Sábado;14H - 15H;9812;233716;23.82;20039130;NA
666;Abril;Sábado;15H - 16H;8564;186184;21.74;20038830;NA
667;Abril;Sábado;16H - 17H;9868;160660;16.28;20038530;NA
669;Abril;Sábado;18H - 19H;10644;180104;16.92;20037930;NA
671;Abril;Sábado;20H - 21H;10624;165824;15.61;20037330;NA
673;Abril;Sábado;22H - 23H;5984;90528;15.13;20036730;NA
679;Abril;Domingo;03H - 04H;1564;21152;13.52;20035230;NA
684;Abril;Domingo;08H - 09H;2060;45528;22.1;20033730;NA
688;Abril;Domingo;12H - 13H;6772;136544;20.16;20032530;NA
693;Abril;Domingo;17H - 18H;6900;130000;18.84;20031030;NA
695;Abril;Domingo;19H - 20H;7968;151152;18.97;20030430;NA
697;Abril;Domingo;21H - 22H;5184;92084;17.76;20029830;NA
702;Mayo;Lunes;00H - 01H;3860;74636;19.34;20028930;NA
703;Mayo;Lunes;01H - 02H;2008;31120;15.5;20028630;NA
709;Mayo;Lunes;07H - 08H;14868;242180;16.29;20026830;NA
711;Mayo;Lunes;09H - 10H;13800;194416;14.09;20026230;NA
717;Mayo;Lunes;15H - 16H;19764;327100;16.55;20024430;NA
722;Mayo;Lunes;20H - 21H;19460;345168;17.74;20022930;NA
725;Mayo;Lunes;23H - 24H;5212;81804;15.7;20022030;NA
727;Mayo;Martes;00H - 01H;3280;48768;14.87;20021730;NA
730;Mayo;Martes;03H - 04H;404;6060;15.0;20020830;NA
733;Mayo;Martes;06H - 07H;2952;68512;23.21;20019930;NA
742;Mayo;Martes;15H - 16H;18508;265948;14.37;20017230;NA
744;Mayo;Martes;17H - 18H;19176;276180;14.4;20016630;NA
745;Mayo;Martes;18H - 19H;21656;344820;15.92;20016330;NA
752;Mayo;Miercoles;00H - 01H;2052;31588;15.39;20014530;NA
756;Mayo;Miércoles;04H - 05H;292;4104;14.05;20013330;NA
757;Mayo;Miércoles;05H - 06H;716;10416;14.55;20013030;NA
759;Mayo;Miércoles;07H - 08H;11084;269996;24.36;20012430;NA
764;Mayo;Miércoles;12H - 13H;11272;259424;23.01;20010930;NA
765;Mayo;Miércoles;13H - 14H;13204;250620;18.98;20010630;NA
771;Mayo;Miércoles;19H - 20H;15624;388408;24.86;20008830;NA
772;Mayo;Miércoles;20H - 21H;14164;253664;17.91;20008530;NA
778;Mayo;Jueves;01H - 02H;1608;25556;15.89;20007030;NA
779;Mayo;Jueves;02H - 03H;864;11788;13.64;20006730;NA
782;Mayo;Jueves;05H - 06H;844;22048;26.12;20005830;NA
783;Mayo;Jueves;06H - 07H;2552;51416;20.15;20005530;NA
786;Mayo;Jueves;09H - 10H;12980;245316;18.9;20004630;NA
787;Mayo;Jueves;10H - 11H;10412;183192;17.59;20004330;NA
788;Mayo;Jueves;11H - 12H;11364;205008;18.04;20004030;NA
790;Mayo;Jueves;13H - 14H;14500;276728;19.08;20003430;NA
791;Mayo;Jueves;14H - 15H;20068;310368;15.47;20003130;NA
792;Mayo;Jueves;15H - 16H;16832;238552;14.17;20002830;NA
796;Mayo;Jueves;19H - 20H;18876;419368;22.22;20001630;NA
814;Mayo;Viernes;12H - 13H;11832;331332;28.0;19996530;NA
815;Mayo;Viernes;13H - 14H;14364;221016;15.39;19996230;NA
816;Mayo;Viernes;14H - 15H;20272;293692;14.49;19995930;NA
817;Mayo;Viernes;15H - 16H;15556;243408;15.65;19995630;NA
818;Mayo;Viernes;16H - 17H;13692;241828;17.66;19995330;NA
820;Mayo;Viernes;18H - 19H;15796;581148;36.79;19994730;NA
825;Mayo;Viernes;23H - 24H;7248;112488;15.52;19993230;NA
829;Mayo;Sábado;02H - 03H;3404;84732;24.89;19992330;NA
834;Mayo;Sábado;07H - 08H;2276;28152;12.37;19990830;NA
835;Mayo;Sábado;08H - 09H;4912;76580;15.59;19990530;NA
839;Mayo;Sábado;12H - 13H;10596;452536;42.71;19989330;NA
844;Mayo;Sábado;17H - 18H;10268;201356;19.61;19987830;NA
858;Mayo;Domingo;06H - 07H;1556;22228;14.29;19983930;NA
859;Mayo;Domingo;07H - 08H;2220;37316;16.81;19983630;NA
860;Mayo;Domingo;08H - 09H;3724;48068;12.91;19983330;NA
862;Mayo;Domingo;10H - 11H;7612;128200;16.84;19982730;NA
867;Mayo;Domingo;15H - 16H;8376;202020;24.12;19981230;NA
869;Mayo;Domingo;17H - 18H;11412;203780;17.86;19980630;NA
871;Mayo;Domingo;19H - 20H;13104;244644;18.67;19980030;NA
873;Mayo;Domingo;21H - 22H;9564;154288;16.13;19979430;NA
874;Mayo;Domingo;22H - 23H;6528;109616;16.79;19979130;NA
878;Junio;Lunes;00H - 01H;5096;85368;16.75;19978530;NA
879;Junio;Lunes;01H - 02H;2508;38912;15.52;19978230;NA
883;Junio;Lunes;05H - 06H;1228;19092;15.55;19977030;NA
884;Junio;Lunes;06H - 07H;2684;39784;14.82;19976730;NA
886;Junio;Lunes;08H - 09H;14668;259000;17.66;19976130;NA
887;Junio;Lunes;09H - 10H;11928;192872;16.17;19975830;NA
891;Junio;Lunes;13H - 14H;12476;278360;22.31;19974630;NA
892;Junio;Lunes;14H - 15H;16004;255672;15.98;19974330;NA
896;Junio;Lunes;18H - 19H;17240;330132;19.15;19973130;NA
899;Junio;Lunes;21H - 22H;12304;174996;14.22;19972230;NA
903;Junio;Martes;00H - 01H;4160;77736;18.69;19971330;NA
904;Junio;Martes;01H - 02H;2144;42868;19.99;19971030;NA
905;Junio;Martes;02H - 03H;1228;18196;14.82;19970730;NA
906;Junio;Martes;03H - 04H;876;14436;16.48;19970430;NA
913;Junio;Martes;10H - 11H;10304;220640;21.41;19968330;NA
914;Junio;Martes;11H - 12H;10744;260100;24.21;19968030;NA
925;Junio;Martes;22H - 23H;7872;113944;14.47;19964730;NA
928;Junio;Miercoles;00H - 01H;5720;100524;17.57;19964130;NA
933;Junio;Miércoles;05H - 06H;1572;21580;13.73;19962630;NA
935;Junio;Miércoles;07H - 08H;14492;388580;26.81;19962030;NA
938;Junio;Miércoles;10H - 11H;12932;211624;16.36;19961130;NA
942;Junio;Miércoles;14H - 15H;21232;314288;14.8;19959930;NA
947;Junio;Miércoles;19H - 20H;23292;552448;23.72;19958430;NA
951;Junio;Miércoles;23H - 24H;8440;145612;17.25;19957230;NA
953;Junio;Jueves;00H - 01H;7592;119896;15.79;19956930;NA
957;Junio;Jueves;04H - 05H;1228;22480;18.31;19955730;NA
962;Junio;Jueves;09H - 10H;14992;242524;16.18;19954230;NA
964;Junio;Jueves;11H - 12H;13876;234160;16.88;19953630;NA
965;Junio;Jueves;12H - 13H;13692;563988;41.19;19953330;NA
968;Junio;Jueves;15H - 16H;16964;311448;18.36;19952430;NA
969;Junio;Jueves;16H - 17H;16336;293368;17.96;19952130;NA
971;Junio;Jueves;18H - 19H;21624;669204;30.95;19951530;NA
978;Junio;Viernes;00H - 01H;6148;215460;35.05;19949730;NA
979;Junio;Viernes;01H - 02H;3952;156148;39.51;19949430;NA
985;Junio;Viernes;07H - 08H;9096;169580;18.64;19947630;NA
989;Junio;Viernes;11H - 12H;9780;418376;42.78;19946430;NA
990;Junio;Viernes;12H - 13H;9880;234800;23.77;19946130;NA
995;Junio;Viernes;17H - 18H;11856;339628;28.65;19944630;NA
996;Junio;Viernes;18H - 19H;13108;340688;25.99;19944330;NA
1003;Junio;Sabado;00H - 01H;7516;123428;16.42;19942530;NA
1004;Junio;Sabado;01H - 02H;5604;100220;17.88;19942230;NA
1005;Junio;Sábado;02H - 03H;3644;59016;16.2;19941930;NA
1006;Junio;Sábado;03H - 04H;3484;99908;28.68;19941630;NA
1014;Junio;Sábado;11H - 12H;9396;378084;40.24;19939230;NA
1015;Junio;Sábado;12H - 13H;9456;357472;37.8;19938930;NA
1019;Junio;Sábado;16H - 17H;8440;152464;18.06;19937730;NA
1020;Junio;Sábado;17H - 18H;9576;193136;20.17;19937430;NA
1025;Junio;Sábado;22H - 23H;8188;146432;17.88;19935930;NA
1026;Junio;Sábado;23H - 24H;7504;161408;21.51;19935630;NA
1030;Junio;Domingo;02H - 03H;4384;82696;18.86;19934730;NA
1035;Junio;Domingo;07H - 08H;2056;36556;17.78;19933230;NA
1036;Junio;Domingo;08H - 09H;3244;61888;19.08;19932930;NA
1038;Junio;Domingo;10H - 11H;5472;115576;21.12;19932330;NA
1039;Junio;Domingo;11H - 12H;7060;126724;17.95;19932030;NA
1042;Junio;Domingo;14H - 15H;6892;145084;21.05;19931130;NA
1044;Junio;Domingo;16H - 17H;7584;131516;17.34;19930530;NA
1045;Junio;Domingo;17H - 18H;8080;161348;19.97;19930230;NA
1046;Junio;Domingo;18H - 19H;9344;179716;19.23;19929930;NA
1047;Junio;Domingo;19H - 20H;11052;177436;16.05;19929630;NA
1049;Junio;Domingo;21H - 22H;8836;157228;17.79;19929030;NA
1055;Julio;Lunes;01H - 02H;2668;45040;16.88;19927830;NA
1059;Julio;Lunes;05H - 06H;1220;16280;13.34;19926630;NA
1060;Julio;Lunes;06H - 07H;2828;55964;19.79;19926330;NA
1066;Julio;Lunes;12H - 13H;8832;211828;23.98;19924530;NA
1072;Julio;Lunes;18H - 19H;14048;312360;22.24;19922730;NA
1074;Julio;Lunes;20H - 21H;13724;259524;18.91;19922130;NA
1081;Julio;Martes;02H - 03H;1124;17860;15.89;19920330;NA
1084;Julio;Martes;05H - 06H;1300;22472;17.29;19919430;NA
1087;Julio;Martes;08H - 09H;13720;198808;14.49;19918530;NA
1093;Julio;Martes;14H - 15H;13104;202348;15.44;19916730;NA
1097;Julio;Martes;18H - 19H;14468;344996;23.85;19915530;NA
1098;Julio;Martes;19H - 20H;14952;332148;22.21;19915230;NA
1111;Julio;Miércoles;07H - 08H;8624;144916;16.8;19911630;NA
1112;Julio;Miércoles;08H - 09H;12728;243668;19.14;19911330;NA
1114;Julio;Miércoles;10H - 11H;8140;158260;19.44;19910730;NA
1116;Julio;Miércoles;12H - 13H;9624;361388;37.55;19910130;NA
1117;Julio;Miércoles;13H - 14H;10800;309676;28.67;19909830;NA
1120;Julio;Miércoles;16H - 17H;10476;197040;18.81;19908930;NA
1121;Julio;Miércoles;17H - 18H;12380;285640;23.07;19908630;NA
1122;Julio;Miércoles;18H - 19H;14476;281976;19.48;19908330;NA
1123;Julio;Miércoles;19H - 20H;15108;327052;21.65;19908030;NA
1124;Julio;Miércoles;20H - 21H;14392;275036;19.11;19907730;NA
1125;Julio;Miércoles;21H - 22H;11460;172640;15.06;19907430;NA
1130;Julio;Jueves;01H - 02H;2860;42440;14.84;19906230;NA
1134;Julio;Jueves;05H - 06H;1432;20488;14.31;19905030;NA
1138;Julio;Jueves;09H - 10H;10824;161636;14.93;19903830;NA
1139;Julio;Jueves;10H - 11H;8172;165920;20.3;19903530;NA
1142;Julio;Jueves;13H - 14H;10788;273564;25.36;19902630;NA
1145;Julio;Jueves;16H - 17H;10648;162116;15.23;19901730;NA
1146;Julio;Jueves;17H - 18H;11652;301164;25.85;19901430;NA
1147;Julio;Jueves;18H - 19H;14188;291844;20.57;19901130;NA
1148;Julio;Jueves;19H - 20H;15004;530560;35.36;19900830;NA
1151;Julio;Jueves;22H - 23H;8476;155924;18.4;19899930;NA
1156;Julio;Viernes;02H - 03H;2572;57276;22.27;19898730;NA
1161;Julio;Viernes;07H - 08H;11788;452160;38.36;19897230;NA
1162;Julio;Viernes;08H - 09H;15216;278444;18.3;19896930;NA
1163;Julio;Viernes;09H - 10H;12560;256904;20.45;19896630;NA
1164;Julio;Viernes;10H - 11H;11384;274820;24.14;19896330;NA
1174;Julio;Viernes;20H - 21H;15776;285708;18.11;19893330;NA
1176;Julio;Viernes;22H - 23H;10080;178420;17.7;19892730;NA
1180;Julio;Sabado;01H - 02H;6152;108324;17.61;19891830;NA
1183;Julio;Sábado;04H - 05H;2736;70700;25.84;19890930;NA
1184;Julio;Sábado;05H - 06H;1956;50368;25.75;19890630;NA
1186;Julio;Sábado;07H - 08H;3268;55480;16.98;19890030;NA
1188;Julio;Sábado;09H - 10H;7172;138856;19.36;19889430;NA
1189;Julio;Sábado;10H - 11H;8048;219156;27.23;19889130;NA
1190;Julio;Sábado;11H - 12H;9440;246348;26.1;19888830;NA
1191;Julio;Sábado;12H - 13H;9712;331740;34.16;19888530;NA
1192;Julio;Sábado;13H - 14H;9876;295104;29.88;19888230;NA
1193;Julio;Sábado;14H - 15H;9052;182924;20.21;19887930;NA
1195;Julio;Sábado;16H - 17H;9048;176200;19.47;19887330;NA
1197;Julio;Sábado;18H - 19H;11016;184392;16.74;19886730;NA
1198;Julio;Sábado;19H - 20H;13052;255868;19.6;19886430;NA
1205;Julio;Domingo;01H - 02H;6216;131300;21.12;19884630;NA
1215;Julio;Domingo;11H - 12H;7260;152612;21.02;19881630;NA
1218;Julio;Domingo;14H - 15H;7136;137872;19.32;19880730;NA
1221;Julio;Domingo;17H - 18H;8120;144556;17.8;19879830;NA
1223;Julio;Domingo;19H - 20H;11420;202484;17.73;19879230;NA
1224;Julio;Domingo;20H - 21H;11556;198028;17.14;19878930;NA
1226;Julio;Domingo;22H - 23H;7992;125176;15.66;19878330;NA
1232;Agosto;Lunes;02H - 03H;1832;36276;19.8;19877130;NA
1234;Agosto;Lunes;04H - 05H;860;14324;16.66;19876530;NA
1235;Agosto;Lunes;05H - 06H;1612;23324;14.47;19876230;NA
1237;Agosto;Lunes;07H - 08H;7540;162876;21.6;19875630;NA
1240;Agosto;Lunes;10H - 11H;8400;155132;18.47;19874730;NA
1241;Agosto;Lunes;11H - 12H;9588;207892;21.68;19874430;NA
1246;Agosto;Lunes;16H - 17H;9804;170968;17.44;19872930;NA
1250;Agosto;Lunes;20H - 21H;13992;236520;16.9;19871730;NA
1260;Agosto;Martes;05H - 06H;1760;30552;17.36;19869030;NA
1262;Agosto;Martes;07H - 08H;9004;179312;19.91;19868430;NA
1263;Agosto;Martes;08H - 09H;11424;200752;17.57;19868130;NA
1264;Agosto;Martes;09H - 10H;9432;156656;16.61;19867830;NA
1267;Agosto;Martes;12H - 13H;9968;195220;19.58;19866930;NA
1273;Agosto;Martes;18H - 19H;14892;245568;16.49;19865130;NA
1274;Agosto;Martes;19H - 20H;15888;377384;23.75;19864830;NA
1281;Agosto;Miercoles;01H - 02H;3356;68684;20.47;19863030;NA
1282;Agosto;Miércoles;02H - 03H;1756;26976;15.36;19862730;NA
1284;Agosto;Miércoles;04H - 05H;896;17764;19.83;19862130;NA
1286;Agosto;Miércoles;06H - 07H;3156;210288;66.63;19861530;NA
1292;Agosto;Miércoles;12H - 13H;10604;409120;38.58;19859730;NA
1294;Agosto;Miércoles;14H - 15H;13008;321000;24.68;19859130;NA
1297;Agosto;Miércoles;17H - 18H;12464;234156;18.79;19858230;NA
1299;Agosto;Miércoles;19H - 20H;15316;444736;29.04;19857630;NA
1302;Agosto;Miércoles;22H - 23H;8748;149244;17.06;19856730;NA
1306;Agosto;Jueves;01H - 02H;2792;57760;20.69;19855830;NA
1309;Agosto;Jueves;04H - 05H;1164;28620;24.59;19854930;NA
1312;Agosto;Jueves;07H - 08H;6280;209348;33.34;19854030;NA
1313;Agosto;Jueves;08H - 09H;8160;169080;20.72;19853730;NA
1316;Agosto;Jueves;11H - 12H;7652;209064;27.32;19852830;NA
1325;Agosto;Jueves;20H - 21H;9336;150900;16.16;19850130;NA
1326;Agosto;Jueves;21H - 22H;8116;135252;16.66;19849830;NA
1335;Agosto;Viernes;05H - 06H;1448;34376;23.74;19847430;NA
1339;Agosto;Viernes;09H - 10H;7184;177360;24.69;19846230;NA
1340;Agosto;Viernes;10H - 11H;7328;162112;22.12;19845930;NA
1345;Agosto;Viernes;15H - 16H;9196;213780;23.25;19844430;NA
1348;Agosto;Viernes;18H - 19H;10360;563764;54.42;19843530;NA
1351;Agosto;Viernes;21H - 22H;7416;129904;17.52;19842630;NA
1352;Agosto;Viernes;22H - 23H;5856;118644;20.26;19842330;NA
1355;Agosto;Sabado;00H - 01H;5796;137344;23.7;19841730;NA
1359;Agosto;Sábado;04H - 05H;1860;30112;16.19;19840530;NA
1361;Agosto;Sábado;06H - 07H;1736;28004;16.13;19839930;NA
1362;Agosto;Sábado;07H - 08H;2344;38548;16.45;19839630;NA
1364;Agosto;Sábado;09H - 10H;4736;69340;14.64;19839030;NA
1366;Agosto;Sábado;11H - 12H;7048;220048;31.22;19838430;NA
1371;Agosto;Sábado;16H - 17H;6948;133460;19.21;19836930;NA
1373;Agosto;Sábado;18H - 19H;8008;174228;21.76;19836330;NA
1375;Agosto;Sábado;20H - 21H;9236;144852;15.68;19835730;NA
1377;Agosto;Sábado;22H - 23H;5692;132276;23.24;19835130;NA
1378;Agosto;Sábado;23H - 24H;5876;101912;17.34;19834830;NA
1380;Agosto;Domingo;00H - 01H;5820;101484;17.44;19834530;NA
1385;Agosto;Domingo;05H - 06H;1764;33164;18.8;19833030;NA
1393;Agosto;Domingo;13H - 14H;5756;133664;23.22;19830630;NA
1394;Agosto;Domingo;14H - 15H;5508;104508;18.97;19830330;NA
1396;Agosto;Domingo;16H - 17H;6000;116244;19.37;19829730;NA
1407;Septiembre;Lunes;01H - 02H;1976;29412;14.88;19827030;NA
1409;Septiembre;Lunes;03H - 04H;568;10632;18.72;19826430;NA
1413;Septiembre;Lunes;07H - 08H;14148;280232;19.81;19825230;NA
1416;Septiembre;Lunes;10H - 11H;12328;226072;18.34;19824330;NA
1417;Septiembre;Lunes;11H - 12H;12436;226212;18.19;19824030;NA
1421;Septiembre;Lunes;15H - 16H;18036;278036;15.42;19822830;NA
1422;Septiembre;Lunes;16H - 17H;16084;260596;16.2;19822530;NA
1426;Septiembre;Lunes;20H - 21H;19684;304404;15.46;19821330;NA
1427;Septiembre;Lunes;21H - 22H;12508;193392;15.46;19821030;NA
1431;Septiembre;Martes;00H - 01H;3016;52968;17.56;19820130;NA
1433;Septiembre;Martes;02H - 03H;1104;15220;13.79;19819530;NA
1447;Septiembre;Martes;16H - 17H;16024;259300;16.18;19815330;NA
1450;Septiembre;Martes;19H - 20H;22640;453088;20.01;19814430;NA
1452;Septiembre;Martes;21H - 22H;13836;239096;17.28;19813830;NA
1456;Septiembre;Miercoles;00H - 01H;5148;83008;16.12;19812930;NA
1457;Septiembre;Miercoles;01H - 02H;2548;40632;15.95;19812630;NA
1461;Septiembre;Miércoles;05H - 06H;1004;13708;13.65;19811430;NA
1463;Septiembre;Miércoles;07H - 08H;15432;286484;18.56;19810830;NA
1464;Septiembre;Miércoles;08H - 09H;18528;278324;15.02;19810530;NA
1466;Septiembre;Miércoles;10H - 11H;12196;201456;16.52;19809930;NA
1474;Septiembre;Miércoles;18H - 19H;22200;353432;15.92;19807530;NA
1478;Septiembre;Miércoles;22H - 23H;10024;163012;16.26;19806330;NA
1481;Septiembre;Jueves;00H - 01H;7468;117892;15.79;19805730;NA
1482;Septiembre;Jueves;01H - 02H;4192;67744;16.16;19805430;NA
1483;Septiembre;Jueves;02H - 03H;2388;43724;18.31;19805130;NA
1488;Septiembre;Jueves;07H - 08H;17396;316988;18.22;19803630;NA
1489;Septiembre;Jueves;08H - 09H;21800;353632;16.22;19803330;NA
1490;Septiembre;Jueves;09H - 10H;17164;254404;14.82;19803030;NA
1492;Septiembre;Jueves;11H - 12H;15212;534364;35.13;19802430;NA
1494;Septiembre;Jueves;13H - 14H;19036;359796;18.9;19801830;NA
1496;Septiembre;Jueves;15H - 16H;21624;297168;13.74;19801230;NA
1499;Septiembre;Jueves;18H - 19H;25588;463988;18.13;19800330;NA
1500;Septiembre;Jueves;19H - 20H;25748;581792;22.6;19800030;NA
1503;Septiembre;Jueves;22H - 23H;12448;179504;14.42;19799130;NA
1508;Septiembre;Viernes;02H - 03H;2892;46068;15.93;19797930;NA
1509;Septiembre;Viernes;03H - 04H;2852;49984;17.53;19797630;NA
1511;Septiembre;Viernes;05H - 06H;2072;31644;15.27;19797030;NA
1512;Septiembre;Viernes;06H - 07H;4084;234764;57.48;19796730;NA
1513;Septiembre;Viernes;07H - 08H;16452;278912;16.95;19796430;NA
1514;Septiembre;Viernes;08H - 09H;20260;558024;27.54;19796130;NA
1520;Septiembre;Viernes;14H - 15H;27108;447648;16.51;19794330;NA
1523;Septiembre;Viernes;17H - 18H;20468;521832;25.5;19793430;NA
1529;Septiembre;Viernes;23H - 24H;12372;192980;15.6;19791630;NA
1532;Septiembre;Sabado;01H - 02H;6336;211776;33.42;19791030;NA
1533;Septiembre;Sábado;02H - 03H;5136;100280;19.52;19790730;NA
1534;Septiembre;Sábado;03H - 04H;4592;78388;17.07;19790430;NA
1536;Septiembre;Sábado;05H - 06H;2348;56440;24.04;19789830;NA
1538;Septiembre;Sábado;07H - 08H;2960;54860;18.53;19789230;NA
1539;Septiembre;Sábado;08H - 09H;4928;67540;13.71;19788930;NA
1540;Septiembre;Sábado;09H - 10H;6448;104884;16.27;19788630;NA
1541;Septiembre;Sábado;10H - 11H;8184;135908;16.61;19788330;NA
1544;Septiembre;Sábado;13H - 14H;11228;269584;24.01;19787430;NA
1547;Septiembre;Sábado;16H - 17H;11432;230320;20.15;19786530;NA
1549;Septiembre;Sábado;18H - 19H;13556;234020;17.26;19785930;NA
1551;Septiembre;Sábado;20H - 21H;14984;275660;18.4;19785330;NA
1552;Septiembre;Sábado;21H - 22H;11780;220260;18.7;19785030;NA
1553;Septiembre;Sábado;22H - 23H;9084;178520;19.65;19784730;NA
1556;Septiembre;Domingo;00H - 01H;8308;142096;17.1;19784130;NA
1560;Septiembre;Domingo;04H - 05H;4268;98880;23.17;19782930;NA
1566;Septiembre;Domingo;10H - 11H;6084;105140;17.28;19781130;NA
1571;Septiembre;Domingo;15H - 16H;8400;148168;17.64;19779630;NA
1574;Septiembre;Domingo;18H - 19H;12668;210408;16.61;19778730;NA
1575;Septiembre;Domingo;19H - 20H;12524;215668;17.22;19778430;NA
1576;Septiembre;Domingo;20H - 21H;11692;210480;18.0;19778130;NA
1579;Septiembre;Domingo;23H - 24H;6016;98052;16.3;19777230;NA
1582;Octubre;Lunes;00H - 01H;5344;95792;17.93;19776930;NA
1583;Octubre;Lunes;01H - 02H;2652;41136;15.51;19776630;NA
1586;Octubre;Lunes;04H - 05H;488;6664;13.66;19775730;NA
1591;Octubre;Lunes;09H - 10H;18120;252152;13.92;19774230;NA
1592;Octubre;Lunes;10H - 11H;15744;259876;16.51;19773930;NA
1593;Octubre;Lunes;11H - 12H;17660;530552;30.04;19773630;NA
1594;Octubre;Lunes;12H - 13H;19680;835748;42.47;19773330;NA
1595;Octubre;Lunes;13H - 14H;22604;398532;17.63;19773030;NA
1598;Octubre;Lunes;16H - 17H;23192;336572;14.51;19772130;NA
1611;Octubre;Martes;04H - 05H;396;5452;13.77;19768530;NA
1621;Octubre;Martes;14H - 15H;26340;339332;12.88;19765530;NA
1622;Octubre;Martes;15H - 16H;22364;276648;12.37;19765230;NA
1624;Octubre;Martes;17H - 18H;23136;330484;14.28;19764630;NA
1627;Octubre;Martes;20H - 21H;21492;334996;15.59;19763730;NA
1629;Octubre;Martes;22H - 23H;9284;168564;18.16;19763130;NA
1634;Octubre;Miércoles;02H - 03H;2148;31252;14.55;19761930;NA
1636;Octubre;Miércoles;04H - 05H;1392;24740;17.77;19761330;NA
1640;Octubre;Miércoles;08H - 09H;18024;255684;14.19;19760130;NA
1641;Octubre;Miércoles;09H - 10H;13320;186340;13.99;19759830;NA
1642;Octubre;Miércoles;10H - 11H;11988;247008;20.6;19759530;NA
1643;Octubre;Miércoles;11H - 12H;13564;371208;27.37;19759230;NA
1644;Octubre;Miércoles;12H - 13H;15424;758304;49.16;19758930;NA
1653;Octubre;Miércoles;21H - 22H;14272;215512;15.1;19756230;NA
1655;Octubre;Miércoles;23H - 24H;8088;142540;17.62;19755630;NA
1661;Octubre;Jueves;04H - 05H;796;11760;14.77;19754130;NA
1665;Octubre;Jueves;08H - 09H;20772;361196;17.39;19752930;NA
1668;Octubre;Jueves;11H - 12H;14488;320008;22.09;19752030;NA
1669;Octubre;Jueves;12H - 13H;17520;617196;35.23;19751730;NA
1670;Octubre;Jueves;13H - 14H;18564;313548;16.89;19751430;NA
1671;Octubre;Jueves;14H - 15H;25872;350664;13.55;19751130;NA
1673;Octubre;Jueves;16H - 17H;19436;270916;13.94;19750530;NA
1678;Octubre;Jueves;21H - 22H;14712;201980;13.73;19749030;NA
1679;Octubre;Jueves;22H - 23H;10472;160908;15.37;19748730;NA
1685;Octubre;Viernes;03H - 04H;1348;21352;15.84;19747230;NA
1686;Octubre;Viernes;04H - 05H;1228;19248;15.67;19746930;NA
1691;Octubre;Viernes;09H - 10H;13624;317656;23.32;19745430;NA
1693;Octubre;Viernes;11H - 12H;13768;1582080;114.91;19744830;NA
1699;Octubre;Viernes;17H - 18H;18568;259580;13.98;19743030;NA
1700;Octubre;Viernes;18H - 19H;20052;356516;17.78;19742730;NA
1702;Octubre;Viernes;20H - 21H;19368;281384;14.53;19742130;NA
1703;Octubre;Viernes;21H - 22H;14304;205840;14.39;19741830;NA
1710;Octubre;Sábado;03H - 04H;6060;115884;19.12;19740030;NA
1711;Octubre;Sábado;04H - 05H;4984;115044;23.08;19739730;NA
1712;Octubre;Sábado;05H - 06H;3472;74068;21.33;19739430;NA
1713;Octubre;Sábado;06H - 07H;3312;59236;17.89;19739130;NA
1719;Octubre;Sábado;12H - 13H;16412;344996;21.02;19737330;NA
1723;Octubre;Sábado;16H - 17H;16144;279140;17.29;19736130;NA
1726;Octubre;Sábado;19H - 20H;20504;374852;18.28;19735230;NA
1729;Octubre;Sábado;22H - 23H;11556;210476;18.21;19734330;NA
1732;Octubre;Domingo;00H - 01H;11284;185100;16.4;19733730;NA
1736;Octubre;Domingo;04H - 05H;4248;132644;31.23;19732530;NA
1737;Octubre;Domingo;05H - 06H;2748;60380;21.97;19732230;NA
1739;Octubre;Domingo;07H - 08H;3472;58368;16.81;19731630;NA
1744;Octubre;Domingo;12H - 13H;14644;253296;17.3;19730130;NA
1745;Octubre;Domingo;13H - 14H;15256;288864;18.93;19729830;NA
1750;Octubre;Domingo;18H - 19H;17792;326196;18.33;19728330;NA
1751;Octubre;Domingo;19H - 20H;18080;296888;16.42;19728030;NA
1755;Octubre;Domingo;23H - 24H;7392;111660;15.11;19726830;NA
